,m_a [eV],G_ap[GeV^-1]
421,3.74e-10,7.08e-11
422,3.77e-10,7.1e-11
423,3.8e-10,1.08e-10
424,3.83e-10,7.11e-11
425,3.86e-10,6.96e-11
426,3.89e-10,6.95e-11
427,3.92e-10,7.06e-11
428,3.95e-10,6.98e-11
429,3.98e-10,7.05e-11
430,4.02e-10,7.03e-11
431,4.05e-10,7.08e-11
432,4.08e-10,7.07e-11
433,4.11e-10,7.21e-11
434,4.15e-10,7.71e-11
435,4.18e-10,7.26e-11
436,4.21e-10,7.09e-11
437,4.25e-10,7.07e-11
438,4.28e-10,7.19e-11
439,4.32e-10,7.22e-11
440,4.35e-10,7.12e-11
441,4.39e-10,7.61e-11
442,4.42e-10,7.15e-11
443,4.46e-10,7.24e-11
444,4.49e-10,7.23e-11
445,4.53e-10,7.22e-11
446,4.57e-10,7.24e-11
447,4.6e-10,7.24e-11
448,4.64e-10,7.32e-11
449,4.68e-10,7.27e-11
450,4.72e-10,7.27e-11
451,4.75e-10,7.34e-11
452,4.79e-10,7.29e-11
453,4.83e-10,7.35e-11
454,4.87e-10,7.32e-11
455,4.91e-10,7.46e-11
456,4.95e-10,7.4e-11
457,4.99e-10,7.37e-11
458,5.03e-10,7.39e-11
459,5.07e-10,7.39e-11
460,5.11e-10,7.47e-11
461,5.15e-10,7.41e-11
462,5.19e-10,7.51e-11
463,5.23e-10,7.49e-11
464,5.28e-10,7.5e-11
465,5.32e-10,7.51e-11
466,5.36e-10,7.51e-11
467,5.41e-10,7.48e-11
468,5.45e-10,7.52e-11
469,5.49e-10,7.6e-11
470,5.54e-10,7.57e-11
471,5.58e-10,7.59e-11
472,5.63e-10,7.62e-11
473,5.67e-10,7.67e-11
474,5.72e-10,7.66e-11
475,5.76e-10,7.65e-11
476,5.81e-10,7.76e-11
477,5.86e-10,7.72e-11
478,5.91e-10,7.75e-11
479,5.95e-10,7.73e-11
480,6e-10,7.69e-11
481,6.05e-10,7.81e-11
482,6.1e-10,7.78e-11
483,6.15e-10,7.73e-11
